FullName;Age;PhotoUrl;Nationality;BestPosition;Club
Ljuban Crepulja;27;https://cdn.sofifa.com/players/232/431/22_60.png;Croatia;CDM;Rapid București
Simon Sandberg;27;https://cdn.sofifa.com/players/208/111/22_60.png;Sweden;RWB;Hammarby IF
Haris Medunjanin;36;https://cdn.sofifa.com/players/177/390/22_60.png;Bosnia and Herzegovina;CM;FC Cincinnati
Alexandre Garcia Guedes;27;https://cdn.sofifa.com/players/238/830/22_60.png;Portugal;ST;Raków Częstochowa
Beni Baningime;22;https://cdn.sofifa.com/players/238/062/22_60.png;Congo DR;CDM;Heart of Midlothian
Kyle Edwards;23;https://cdn.sofifa.com/players/231/406/22_60.png;England;RM;Ipswich Town
Dominik Janošek;23;https://cdn.sofifa.com/players/252/141/22_60.png;Czech Republic;CAM;FC Viktoria Plzeň
Alberto de la Bella Madueño;35;https://cdn.sofifa.com/players/172/013/22_60.png;Spain;LB;FC Cartagena
Max Clark;25;https://cdn.sofifa.com/players/223/981/22_60.png;England;LB;Fleetwood Town
Przemysław Wiśniewski;22;https://cdn.sofifa.com/players/243/185/22_60.png;Poland;CB;Górnik Zabrze
Arón Rodríguez;21;https://cdn.sofifa.com/players/259/825/22_60.png;Ecuador;LM;Club Social y Deportivo Macará
Marcelo Herrera;29;https://cdn.sofifa.com/players/214/765/22_60.png;Argentina;CB;Club Atlético Sarmiento
Sebastian Mladen;29;https://cdn.sofifa.com/players/204/786/22_60.png;Romania;CB;FC Farul Constanța
Jesper Lauridsen;30;https://cdn.sofifa.com/players/199/747/22_60.png;Denmark;LB;Randers FC
Joel Sánchez;32;https://cdn.sofifa.com/players/196/853/22_60.png;Peru;CAM;FBC Melgar
Denis Haruț;22;https://cdn.sofifa.com/players/251/636/22_60.png;Romania;RB;FCSB (Steaua)
Hicham Boussefiane;23;https://cdn.sofifa.com/players/245/492/22_60.png;Morocco;RM;Málaga CF
Patryk Sokołowski;26;https://cdn.sofifa.com/players/244/212/22_60.png;Poland;CDM;Piast Gliwice
Rachid Bouhenna;30;https://cdn.sofifa.com/players/205/300/22_60.png;Algeria;CB;CFR Cluj
Aurélien Scheidler;23;https://cdn.sofifa.com/players/247/539/22_60.png;France;ST;Dijon FCO
Lukas Grgic;25;https://cdn.sofifa.com/players/239/091/22_60.png;Austria;CB;LASK Linz
Min Hyeok Kim;29;https://cdn.sofifa.com/players/232/691/22_60.png;Korea Republic;CB;Jeonbuk Hyundai Motors
Daniel Cataño;29;https://cdn.sofifa.com/players/231/667/22_60.png;Colombia;CAM;Club Deportes Tolima
Tim Parker;28;https://cdn.sofifa.com/players/226/803/22_60.png;United States;CB;Houston Dynamo
Hedgardo Marín;28;https://cdn.sofifa.com/players/212/467/22_60.png;Mexico;CB;Fútbol Club Juárez
Leonard Zuta;28;https://cdn.sofifa.com/players/208/115/22_60.png;North Macedonia;LB;Vålerenga Fotball
Tom Aldred;30;https://cdn.sofifa.com/players/190/962/22_60.png;Scotland;CB;Brisbane Roar
Ilson Pereira Junior;35;https://cdn.sofifa.com/players/177/138/22_60.png;Brazil;CAM;Philadelphia Union
Álvaro López Ratón;28;https://cdn.sofifa.com/players/234/994/22_60.png;Spain;GK;Real Zaragoza
Tobias Schröck;28;https://cdn.sofifa.com/players/211/954/22_60.png;Germany;CB;FC Ingolstadt 04
Sonny Stevens;29;https://cdn.sofifa.com/players/215/533/22_60.png;Netherlands;GK;SC Cambuur
Zander Clark;29;https://cdn.sofifa.com/players/204/269/22_60.png;Scotland;GK;St. Johnstone FC
Patryk Klimala;22;https://cdn.sofifa.com/players/236/757/22_60.png;Poland;ST;New York Red Bulls
Patrick Joosten;25;https://cdn.sofifa.com/players/228/568/22_60.png;Netherlands;RM;FC Groningen
John Verhoek;32;https://cdn.sofifa.com/players/202/456/22_60.png;Netherlands;ST;F.C. Hansa Rostock
Jesús Pretell;22;https://cdn.sofifa.com/players/250/839/22_60.png;Peru;CDM;Club Sporting Cristal
Maureen Franco;37;https://cdn.sofifa.com/players/176/599/22_60.png;Uruguay;ST;Centro Atlético Fénix
Jamie Lindsay;25;https://cdn.sofifa.com/players/227/287/22_60.png;Scotland;CM;Rotherham United
Léo Lacroix;29;https://cdn.sofifa.com/players/199/895/22_60.png;Switzerland;CB;Western United FC
Cheikh Sabaly;22;https://cdn.sofifa.com/players/244/694/22_60.png;Senegal;RM;FC Metz
Haris Duljević;27;https://cdn.sofifa.com/players/240/342/22_60.png;Bosnia and Herzegovina;CAM;F.C. Hansa Rostock
Damil Dankerlui;24;https://cdn.sofifa.com/players/234/198/22_60.png;Suriname;RWB;FC Groningen
Robin Krauße;27;https://cdn.sofifa.com/players/232/406/22_60.png;Germany;CB;Eintracht Braunschweig
Antonio Milić;27;https://cdn.sofifa.com/players/226/518/22_60.png;Croatia;CB;Lech Poznań
Iliass Bel Hassani;28;https://cdn.sofifa.com/players/220/118/22_60.png;Morocco;RW;RKC Waalwijk
Matt Ingram;27;https://cdn.sofifa.com/players/204/502/22_60.png;England;GK;Hull City
Joaquín Pucheta;29;https://cdn.sofifa.com/players/260/309/22_60.png;Argentina;GK;Club Social y Deportivo Macará
Fabio Carvalho;18;https://cdn.sofifa.com/players/256/725/22_60.png;England;CAM;Fulham
Robin Söder;30;https://cdn.sofifa.com/players/189/141/22_60.png;Sweden;CF;IFK Göteborg
Morten Behrens;24;https://cdn.sofifa.com/players/243/925/22_60.png;Germany;GK;SV Darmstadt 98
Nicolás Bazzana;25;https://cdn.sofifa.com/players/238/037/22_60.png;Argentina;CB;Club Atlético Sarmiento
Dominic Gape;26;https://cdn.sofifa.com/players/211/928/22_60.png;England;CDM;Wycombe Wanderers
George Moncur;27;https://cdn.sofifa.com/players/201/446/22_60.png;England;LM;Hull City
Charlis Ortiz;34;https://cdn.sofifa.com/players/245/740/22_60.png;Venezuela;ST;Deportivo La Guaira FC
Víctor Figueroa;37;https://cdn.sofifa.com/players/153/062/22_60.png;Argentina;CAM;Sociedad Deportiva Aucas
Pedro Velasco;28;https://cdn.sofifa.com/players/236/268/22_60.png;Ecuador;RB;Barcelona Sporting Club
Matt Smith;32;https://cdn.sofifa.com/players/203/756/22_60.png;England;ST;Millwall
Bum Keun Song;23;https://cdn.sofifa.com/players/238/570/22_60.png;Korea Republic;GK;Jeonbuk Hyundai Motors
Daan Heymans;22;https://cdn.sofifa.com/players/235/242/22_60.png;Belgium;ST;Venezia FC
Florin Ștefan;25;https://cdn.sofifa.com/players/248/041/22_60.png;Romania;LWB;CFR Cluj
Sami Al Najai;24;https://cdn.sofifa.com/players/233/961/22_60.png;Saudi Arabia;CM;Al Nassr
Jonathan Zacaría;31;https://cdn.sofifa.com/players/218/345/22_60.png;Argentina;LM;Club Atlético Aldosivi
Mohammad Mohebi;23;https://cdn.sofifa.com/players/264/425/22_60.png;Iran;ST;Santa Clara
Liam Palmer;29;https://cdn.sofifa.com/players/198/377/22_60.png;Scotland;RB;Sheffield Wednesday
Rubén Manjarrés;21;https://cdn.sofifa.com/players/260/328/22_60.png;Colombia;CM;Junior FC
Garath McCleary;34;https://cdn.sofifa.com/players/189/160/22_60.png;Jamaica;RW;Wycombe Wanderers
Neyder Lozano;27;https://cdn.sofifa.com/players/243/944/22_60.png;Colombia;CB;Granada CF
Julien Masson;23;https://cdn.sofifa.com/players/238/056/22_60.png;France;CDM;Valenciennes FC
Marijan Čabraja;24;https://cdn.sofifa.com/players/260/839/22_60.png;Croatia;LWB;Ferencvárosi TC
Joe Edwards;30;https://cdn.sofifa.com/players/192/231/22_60.png;England;RWB;Plymouth Argyle
Bojan Nastić;26;https://cdn.sofifa.com/players/235/751/22_60.png;Bosnia and Herzegovina;LWB;Jagiellonia Białystok
Cleiton Augusto Oliveira Silva;34;https://cdn.sofifa.com/players/256/998/22_60.png;Brazil;ST;Bengaluru FC
David Mateos Ramajo;34;https://cdn.sofifa.com/players/198/328/22_60.png;Spain;CB;Club The Strongest
Tim Sparv;34;https://cdn.sofifa.com/players/164/858/22_60.png;Finland;CDM;HJK Helsinki
Roger Brugué Ayguade;24;https://cdn.sofifa.com/players/241/591/22_60.png;Spain;LM;CD Mirandés
Alejandro Duarte;27;https://cdn.sofifa.com/players/244/827/22_60.png;Peru;GK;Club Sporting Cristal
Juan Cornejo;31;https://cdn.sofifa.com/players/213/591/22_60.png;Chile;LB;Universidad Católica
Merveille Biankadi;26;https://cdn.sofifa.com/players/239/703/22_60.png;Germany;RM;TSV 1860 München
Jérémy Le Douaron;23;https://cdn.sofifa.com/players/257/111/22_60.png;France;LM;Stade Brestois 29
Tiago Filipe Alves Araújo;20;https://cdn.sofifa.com/players/264/280/22_60.png;Portugal;LM;FC Arouca
Jadenilson Nuno Baia Paneira;33;https://cdn.sofifa.com/players/230/232/22_60.png;Brazil;RWB;Sport Club Corinthians Paulista
Christian Strohdiek;33;https://cdn.sofifa.com/players/183/640/22_60.png;Germany;CB;FC Würzburger Kickers
Fali Candé;23;https://cdn.sofifa.com/players/256/856/22_60.png;Guinea Bissau;LB;Portimonense SC
Franco Pizzichillo;25;https://cdn.sofifa.com/players/259/928/22_60.png;Uruguay;RB;Montevideo City Torque
Clark Robertson;27;https://cdn.sofifa.com/players/200/793/22_60.png;Scotland;CB;Portsmouth
Ryan Wintle;24;https://cdn.sofifa.com/players/227/929/22_60.png;England;CM;Blackpool
Ahmed Hamdi;23;https://cdn.sofifa.com/players/260/953/22_60.png;Egypt;CAM;Club de Foot Montréal
Jonathan Ring;29;https://cdn.sofifa.com/players/213/338/22_60.png;Sweden;CAM;Kalmar FF
Avraam Papadopoulos;36;https://cdn.sofifa.com/players/150/106/22_60.png;Greece;CB;Olympiacos CFP
Matt Smith;21;https://cdn.sofifa.com/players/233/050/22_60.png;Wales;CAM;Hull City
Santiago Bueno;22;https://cdn.sofifa.com/players/237/658/22_60.png;Uruguay;CB;Girona FC
Marko Maroši;27;https://cdn.sofifa.com/players/221/531/22_60.png;Slovakia;GK;Shrewsbury Town
Nikolai Laursen;23;https://cdn.sofifa.com/players/224/859/22_60.png;Denmark;CAM;Heracles Almelo
Angus MacDonald;28;https://cdn.sofifa.com/players/205/655/22_60.png;England;CB;Rotherham United
Yuya Oki;21;https://cdn.sofifa.com/players/242/774/22_60.png;Japan;GK;Kashima Antlers
Liam Lindsay;25;https://cdn.sofifa.com/players/215/638/22_60.png;Scotland;CB;Preston North End
Mateus Gonçalves Martins;26;https://cdn.sofifa.com/players/234/580/22_60.png;Brazil;LW;Club Cerro Porteño
Andrija Luković;26;https://cdn.sofifa.com/players/250/962/22_60.png;Serbia;CAM;Belenenses SAD
Martin Pospíšil;30;https://cdn.sofifa.com/players/203/603/22_60.png;Czech Republic;CAM;Jagiellonia Białystok
Gaspar Gentile;26;https://cdn.sofifa.com/players/240/211/22_60.png;Argentina;RM;Universidad Técnica de Cajamarca
Adil Auassar;34;https://cdn.sofifa.com/players/185/171/22_60.png;Netherlands;CDM;Sparta Rotterdam
Patrick Drewes;28;https://cdn.sofifa.com/players/210/772/22_60.png;Germany;GK;SV Sandhausen
Antoine Batisse;26;https://cdn.sofifa.com/players/223/572/22_60.png;France;CB;Pau FC
Richard Keogh;34;https://cdn.sofifa.com/players/163/156/22_60.png;Republic of Ireland;CB;Blackpool
Marcio Valverde;33;https://cdn.sofifa.com/players/196/436/22_60.png;Peru;CAM;Sport Huancayo
Thomas Dähne;27;https://cdn.sofifa.com/players/210/006/22_60.png;Germany;GK;Holstein Kiel
Zhi Zheng;40;https://cdn.sofifa.com/players/158/293/22_60.png;China PR;CDM;Guangzhou FC
Jakub Piotrowski;23;https://cdn.sofifa.com/players/229/973/22_60.png;Poland;CM;Fortuna Düsseldorf
Dener Adão Rolim Leal;21;https://cdn.sofifa.com/players/230/485/22_60.png;Brazil;CAM;Bahia
Cheikh Niasse;21;https://cdn.sofifa.com/players/248/661/22_60.png;Senegal;CDM;LOSC Lille
Francho Serrano Gracia;19;https://cdn.sofifa.com/players/256/341/22_60.png;Spain;CAM;Real Zaragoza
Junior Adamu;20;https://cdn.sofifa.com/players/257/877/22_60.png;Austria;ST;FC Red Bull Salzburg
Hugo Silva;29;https://cdn.sofifa.com/players/203/862/22_60.png;Argentina;RB;Defensa y Justicia
Marvin Johnson;30;https://cdn.sofifa.com/players/227/675/22_60.png;England;LM;Sheffield Wednesday
Matías Palacios;19;https://cdn.sofifa.com/players/246/107/22_60.png;Argentina;CAM;FC Basel 1893
Adrián Diéguez Grande;25;https://cdn.sofifa.com/players/236/508/22_60.png;Spain;CB;CF Fuenlabrada
Kunimitsu Sekiguchi;35;https://cdn.sofifa.com/players/237/797/22_60.png;Japan;RM;Vegalta Sendai
Pablo Pérez Rodríguez;27;https://cdn.sofifa.com/players/222/944/22_60.png;Spain;CAM;Real Sporting de Gijón
Ramiz Zerrouki;23;https://cdn.sofifa.com/players/252/383/22_60.png;Algeria;CM;FC Twente
Francisco Sampaio Moura;21;https://cdn.sofifa.com/players/251/615/22_60.png;Portugal;LB;SC Braga
Jae Wan Cho;25;https://cdn.sofifa.com/players/245/983/22_60.png;Korea Republic;RM;Gangwon FC
Eray Birniçan;32;https://cdn.sofifa.com/players/178/143/22_60.png;Turkey;GK;İttifak Holding Konyaspor
Sinan Bakıs;27;https://cdn.sofifa.com/players/230/623/22_60.png;Turkey;ST;Heracles Almelo
Victor Ulloa;29;https://cdn.sofifa.com/players/200/671/22_60.png;Mexico;CDM;Inter Miami CF
Fernando Guerrero;31;https://cdn.sofifa.com/players/194/014/22_60.png;Ecuador;LM;Independiente del Valle
Johan Carbonero;21;https://cdn.sofifa.com/players/242/654/22_60.png;Colombia;RM;Gimnasia y Esgrima La Plata
Joel António Soares Ferreira;29;https://cdn.sofifa.com/players/235/486/22_60.png;Portugal;LB;FC Arouca
Jack Whatmough;24;https://cdn.sofifa.com/players/211/166/22_60.png;England;CB;Wigan Athletic
Chang Woo Rim;29;https://cdn.sofifa.com/players/205/278/22_60.png;Korea Republic;RB;Gangwon FC
Nicolás Morgantini;26;https://cdn.sofifa.com/players/255/197/22_60.png;Argentina;RB;Club Atlético Lanús
Yasuki Kimoto;27;https://cdn.sofifa.com/players/237/789/22_60.png;Japan;CB;Nagoya Grampus
S. Jefferson Espinho Sobri;25;https://cdn.sofifa.com/players/230/365/22_60.png;Brazil;CDM;Cuiabá
Mitchell Duke;30;https://cdn.sofifa.com/players/209/885/22_60.png;Australia;RM;Free agent
Jamie Murphy;31;https://cdn.sofifa.com/players/189/148/22_60.png;Scotland;LM;Hibernian
Sam Cosgrove;24;https://cdn.sofifa.com/players/227/040/22_60.png;England;ST;Shrewsbury Town
Ayumu Seko;21;https://cdn.sofifa.com/players/247/264/22_60.png;Japan;CB;Cerezo Osaka
Lucas Gómez;34;https://cdn.sofifa.com/players/253/920/22_60.png;Argentina;ST;Deportivo Táchira FC
Argyris Kampetsis;22;https://cdn.sofifa.com/players/245/732/22_60.png;Greece;ST;Willem II
Sam Field;23;https://cdn.sofifa.com/players/233/957/22_60.png;England;CM;Queens Park Rangers
Germán Parreño Boix;28;https://cdn.sofifa.com/players/212/453/22_60.png;Spain;GK;UD Ibiza
Joel Vieira Pereira;24;https://cdn.sofifa.com/players/258/276/22_60.png;Portugal;RWB;Lech Poznań
Ryan McGowan;31;https://cdn.sofifa.com/players/190/180/22_60.png;Australia;CB;Free agent
Ebrima Colley;21;https://cdn.sofifa.com/players/254/692/22_60.png;Gambia;ST;Spezia
Rens van Eijden;33;https://cdn.sofifa.com/players/187/620/22_60.png;Netherlands;CB;N.E.C. Nijmegen
Thomas Rogne;31;https://cdn.sofifa.com/players/185/316/22_60.png;Norway;CB;Lech Poznań
Michael Hoyos;29;https://cdn.sofifa.com/players/198/628/22_60.png;Argentina;RM;Barcelona Sporting Club
Richard Rios;21;https://cdn.sofifa.com/players/262/881/22_60.png;Colombia;CDM;Mazatlán Futbol Club
Juan Hernández García;26;https://cdn.sofifa.com/players/245/219/22_60.png;Spain;LM;AD Alcorcón
Hayato Araki;24;https://cdn.sofifa.com/players/247/266/22_60.png;Japan;CB;Sanfrecce Hiroshima
Jérémy Guillemenot;23;https://cdn.sofifa.com/players/245/218/22_60.png;Switzerland;RM;FC St. Gallen 1879
Simone Aresti;35;https://cdn.sofifa.com/players/171/490/22_60.png;Italy;GK;Cagliari
Alex Bono;27;https://cdn.sofifa.com/players/226/786/22_60.png;United States;GK;Toronto FC
Ivan Martić;30;https://cdn.sofifa.com/players/193/505/22_60.png;Switzerland;RB;FC Sion
Paxton Pomykal;21;https://cdn.sofifa.com/players/238/049/22_60.png;United States;CAM;FC Dallas
Pedro Henrique Rocha Pelágio;21;https://cdn.sofifa.com/players/246/866/22_60.png;Portugal;CM;Clube Sport Marítimo
Lucas Sosa;27;https://cdn.sofifa.com/players/226/386/22_60.png;Argentina;CB;CS Emelec
Fang Mei;31;https://cdn.sofifa.com/players/223/826/22_60.png;China PR;CB;Guangzhou FC
Kamil Drygas;29;https://cdn.sofifa.com/players/199/762/22_60.png;Poland;CDM;Pogoń Szczecin
Jack Tucker;21;https://cdn.sofifa.com/players/241/507/22_60.png;England;CB;Gillingham
Naoki Maeda;26;https://cdn.sofifa.com/players/232/803/22_60.png;Japan;CAM;Nagoya Grampus
Richard Ledezma;20;https://cdn.sofifa.com/players/256/098/22_60.png;United States;CAM;PSV
Magomed-Shapi Suleymanov;21;https://cdn.sofifa.com/players/240/226/22_60.png;Russia;RW;GZT Giresunspor
Haifeng Ding;29;https://cdn.sofifa.com/players/222/306/22_60.png;China PR;LB;Hebei FC
Diego Torres;28;https://cdn.sofifa.com/players/219/746/22_60.png;Chile;LB;CD Antofagasta
Lucas Bijker;28;https://cdn.sofifa.com/players/215/650/22_60.png;Netherlands;LB;KV Mechelen
Álex Petxarromán;24;https://cdn.sofifa.com/players/262/498/22_60.png;Spain;RB;Athletic Club de Bilbao
Fernando Saucedo;31;https://cdn.sofifa.com/players/233/569/22_60.png;Bolivia;CDM;Club Always Ready
Mauro Pittón;26;https://cdn.sofifa.com/players/228/961/22_60.png;Argentina;CM;Unión de Santa Fe
Andrés Rodales;33;https://cdn.sofifa.com/players/219/489/22_60.png;Uruguay;RB;Club Atlético Rentistas
Duje Čop;31;https://cdn.sofifa.com/players/189/536/22_60.png;Croatia;ST;Dinamo Zagreb
Máximo Banguera;35;https://cdn.sofifa.com/players/189/024/22_60.png;Ecuador;GK;Guayaquil City FC
Jorge Fernando dos Santos Silva;25;https://cdn.sofifa.com/players/251/232/22_60.png;Portugal;RWB;FC Paços de Ferreira
Žan Majer;28;https://cdn.sofifa.com/players/238/944/22_60.png;Slovenia;CM;Lecce
Florian Kamberi;26;https://cdn.sofifa.com/players/229/728/22_60.png;Albania;ST;Sheffield Wednesday
Finn Porath;24;https://cdn.sofifa.com/players/229/472/22_60.png;Germany;CAM;Holstein Kiel
Enzo Millot;18;https://cdn.sofifa.com/players/252/259/22_60.png;France;CAM;VfB Stuttgart
Klaus Gjasula;31;https://cdn.sofifa.com/players/238/692/22_60.png;Albania;CB;SV Darmstadt 98
Antony Robic;35;https://cdn.sofifa.com/players/176/996/22_60.png;France;RM;SC Bastia
Long Tan;33;https://cdn.sofifa.com/players/202/855/22_60.png;China PR;ST;Changchun Yatai FC
Daniel Cervantes;31;https://cdn.sofifa.com/players/186/984/22_60.png;Mexico;CB;Gallos Blancos de Querétaro
Ion Gheorghe;21;https://cdn.sofifa.com/players/247/912/22_60.png;Romania;RM;FC Voluntari
Andoni Zubiaurre;24;https://cdn.sofifa.com/players/243/304/22_60.png;Spain;GK;Real Sociedad B
Saad Agouzoul;23;https://cdn.sofifa.com/players/251/751/22_60.png;Morocco;CB;LOSC Lille
Jordan Williams;21;https://cdn.sofifa.com/players/237/415/22_60.png;England;RWB;Barnsley
Iago Justen Maidana Martins;25;https://cdn.sofifa.com/players/226/151/22_60.png;Brazil;CB;Gil Vicente FC
Jorge Salinas;29;https://cdn.sofifa.com/players/211/047/22_60.png;Paraguay;CAM;Guaireña FC
Kieron Freeman;29;https://cdn.sofifa.com/players/200/807/22_60.png;Wales;RB;Portsmouth
Julio Cascante;27;https://cdn.sofifa.com/players/242/533/22_60.png;Costa Rica;CB;Austin FC
Tatsuki Seko;23;https://cdn.sofifa.com/players/255/590/22_60.png;Japan;CM;Yokohama FC
Patrick Wimmer;20;https://cdn.sofifa.com/players/254/566/22_60.png;Austria;RM;DSC Arminia Bielefeld
Amir Derviševič;28;https://cdn.sofifa.com/players/247/142/22_60.png;Slovenia;CM;SC East Bengal FC
Pol Valentín Sancho;24;https://cdn.sofifa.com/players/236/390/22_60.png;Spain;RWB;CF Fuenlabrada
Asumah Abubakar-Ankrah;24;https://cdn.sofifa.com/players/231/014/22_60.png;Portugal;ST;FC Lugano
Alexander Corryn;27;https://cdn.sofifa.com/players/209/510/22_60.png;Belgium;CDM;KSV Cercle Brugge
Víctor Chust García;21;https://cdn.sofifa.com/players/259/173/22_60.png;Spain;CB;Cádiz CF
Oliver Burke;24;https://cdn.sofifa.com/players/225/632/22_60.png;Scotland;RM;Sheffield United
Dženan Bureković;26;https://cdn.sofifa.com/players/258/655/22_60.png;Bosnia and Herzegovina;LB;Göztepe SK
Chris Durkin;21;https://cdn.sofifa.com/players/237/407/22_60.png;United States;CDM;Sint-Truidense VV
Yukiya Sugita;28;https://cdn.sofifa.com/players/243/123/22_60.png;Japan;RW;IK Sirius
Long Zheng;33;https://cdn.sofifa.com/players/182/096/22_60.png;China PR;RM;Dalian Professional Football Club
Marley Watkins;30;https://cdn.sofifa.com/players/189/776/22_60.png;Wales;ST;Aberdeen
Guillermo Rosas Alonso;21;https://cdn.sofifa.com/players/256/080/22_60.png;Spain;RB;Real Sporting de Gijón
Fahad Al Muwallad;26;https://cdn.sofifa.com/players/208/977/22_60.png;Saudi Arabia;LM;Al Ittihad
Nelinho Quina;34;https://cdn.sofifa.com/players/241/745/22_60.png;Peru;LB;Club Universitario de Deportes
Sergio Gónzalez Martínez;24;https://cdn.sofifa.com/players/246/097/22_60.png;Spain;CB;CD Tenerife
Felix Götze;23;https://cdn.sofifa.com/players/236/467/22_60.png;Germany;CDM;1. FC Kaiserslautern
Matías Miranda;21;https://cdn.sofifa.com/players/254/131/22_60.png;Argentina;CAM;Gimnasia y Esgrima La Plata
Jamie McGrath;24;https://cdn.sofifa.com/players/225/872/22_60.png;Republic of Ireland;CAM;St. Mirren
Alex Valera;25;https://cdn.sofifa.com/players/259/251/22_60.png;Peru;ST;Club Universitario de Deportes
Leonel López;27;https://cdn.sofifa.com/players/222/645/22_60.png;Mexico;CM;Club Universidad Nacional
Elías Már Ómarsson;26;https://cdn.sofifa.com/players/227/509/22_60.png;Iceland;ST;Nîmes Olympique
Leandro Fabiano Pestanha Días;25;https://cdn.sofifa.com/players/230/325/22_60.png;Brazil;CB;Cuiabá
Jordy Gaspar;24;https://cdn.sofifa.com/players/235/957/22_60.png;France;RWB;Grenoble Foot 38
Daiki Suga;22;https://cdn.sofifa.com/players/237/749/22_60.png;Japan;LWB;Hokkaido Consadole Sapporo
Mickaël Biron;23;https://cdn.sofifa.com/players/256/849/22_60.png;France;ST;AS Nancy Lorraine
Ismail Azzaoui;23;https://cdn.sofifa.com/players/227/920/22_60.png;Belgium;CAM;Heracles Almelo
Agustín Mulet;21;https://cdn.sofifa.com/players/260/377/22_60.png;Argentina;CM;Vélez Sarsfield
Rafał Kurzawa;28;https://cdn.sofifa.com/players/221/791/22_60.png;Poland;CAM;Pogoń Szczecin
Daniel Gordon;36;https://cdn.sofifa.com/players/182/621/22_60.png;Jamaica;CB;Karlsruher SC
Tobias Kainz;28;https://cdn.sofifa.com/players/203/615/22_60.png;Austria;CDM;TSV Egger Glas Hartberg
José Antonio Madueña;31;https://cdn.sofifa.com/players/198/751/22_60.png;Mexico;RB;Fútbol Club Juárez
Ilan Kebbal;22;https://cdn.sofifa.com/players/257/118/22_60.png;France;CAM;Stade de Reims
Loïc Lapoussin;25;https://cdn.sofifa.com/players/244/318/22_60.png;Madagascar;CAM;Royale Union Saint-Gilloise
Joe Pigott;27;https://cdn.sofifa.com/players/206/430/22_60.png;England;ST;Ipswich Town
Young Uk Kim;30;https://cdn.sofifa.com/players/199/262/22_60.png;Korea Republic;CM;Jeju United FC
Kelvin Yeboah;21;https://cdn.sofifa.com/players/251/229/22_60.png;Ghana;ST;SK Sturm Graz
Majid Hosseini;25;https://cdn.sofifa.com/players/243/549/22_60.png;Iran;CB;Yukatel Kayserispor
Mohamed Aidara;24;https://cdn.sofifa.com/players/262/426/22_60.png;Côte d'Ivoire;CB;FC Vizela
Dominik Reiter;23;https://cdn.sofifa.com/players/239/709/22_60.png;Austria;RM;SC Rheindorf Altach
Ryuji Izumi;27;https://cdn.sofifa.com/players/232/541/22_60.png;Japan;LM;Kashima Antlers
Marco Komenda;24;https://cdn.sofifa.com/players/224/093/22_60.png;Germany;CB;Holstein Kiel
Sebastian Kowalczyk;22;https://cdn.sofifa.com/players/238/775/22_60.png;Poland;RM;Pogoń Szczecin
Bilal Başaçıkoğlu;26;https://cdn.sofifa.com/players/209/769/22_60.png;Turkey;CAM;Heracles Almelo
Luka Zarandia;25;https://cdn.sofifa.com/players/223/850/22_60.png;Georgia;CAM;SV Zulte Waregem
Cenk Şahin;26;https://cdn.sofifa.com/players/206/106/22_60.png;Turkey;LW;Gazişehir Gaziantep F.K.
Jack Clarke;20;https://cdn.sofifa.com/players/242/908/22_60.png;England;RM;Tottenham Hotspur
Danilo Wiebe;27;https://cdn.sofifa.com/players/238/563/22_60.png;Germany;RB;Eintracht Braunschweig
Abdoulie Sanyang;22;https://cdn.sofifa.com/players/257/831/22_60.png;Gambia;LM;K Beerschot VA
Dan Potts;27;https://cdn.sofifa.com/players/203/357/22_60.png;England;LB;Luton Town
Giacomo Quagliata;21;https://cdn.sofifa.com/players/255/580/22_60.png;Italy;LB;Heracles Almelo
Romal Palmer;22;https://cdn.sofifa.com/players/239/642/22_60.png;England;CM;Barnsley
Kalidou Sidibé;22;https://cdn.sofifa.com/players/246/298/22_60.png;France;CB;US Quevilly Rouen Métropole
Jacob Greaves;20;https://cdn.sofifa.com/players/248/602/22_60.png;England;CB;Hull City
Dixon Arroyo;29;https://cdn.sofifa.com/players/254/234/22_60.png;Ecuador;CB;CS Emelec
Mathis Bolly;30;https://cdn.sofifa.com/players/190/490/22_60.png;Côte d'Ivoire;RW;Stabæk Fotball
Kasim Rabihic;28;https://cdn.sofifa.com/players/256/282/22_60.png;Germany;LW;Sportclub Verl
Maurice Trapp;29;https://cdn.sofifa.com/players/200/475/22_60.png;Germany;CB;VfL Osnabrück
Cristian Rivero Sabater;23;https://cdn.sofifa.com/players/241/179/22_60.png;Spain;GK;Valencia CF
Emmanuel Lomotey;23;https://cdn.sofifa.com/players/243/995/22_60.png;Ghana;CB;Amiens SC
Woo Jae Jeong;29;https://cdn.sofifa.com/players/222/798/22_60.png;Korea Republic;LWB;Jeju United FC
Teenage Hadebe;25;https://cdn.sofifa.com/players/239/438/22_60.png;Zimbabwe;CB;Houston Dynamo
Joo Ho Park;34;https://cdn.sofifa.com/players/191/566/22_60.png;Korea Republic;CDM;Suwon FC
Santiago Muñoz;18;https://cdn.sofifa.com/players/259/406/22_60.png;Mexico;ST;Newcastle United
Manuel Antonio Molina Valero;29;https://cdn.sofifa.com/players/201/295/22_60.png;Spain;CM;UD Ibiza
Benjamin van Leer;29;https://cdn.sofifa.com/players/204/367/22_60.png;Netherlands;GK;Sparta Rotterdam
Martin Konczkowski;27;https://cdn.sofifa.com/players/211/791/22_60.png;Poland;RB;Piast Gliwice
Diego Novoa;32;https://cdn.sofifa.com/players/214/351/22_60.png;Colombia;GK;América de Cali
